race_id,kaisai_date,seq,umaban,wakuban,horse_id,horse_name,sex,age,keiro,tozai,sire_id,sire_name,mare_id,mare_name,bms_id,bms_name,kyaku,jockey_cd,jockey_name,futan,minarai,trainer_cd,trainer_name,owner_cd,owner_name,breeder_cd,breeder_name,blinker,seisan,harontimel3,syozoku_cd,syozoku_name,trainer_syozoku,weight,weight_fugo,weight_sa,ijyo,nyusen,kakutei,dochaku,dochaku_tosu,time,ninki,odds,chakusa,corner,past,norikawari,first_time,change_jockey,yoso_odds,yoso_ninki,horse_symbol,pace,is_soutei,b_first_time,change_trainer,change_sex,change_owner,update_datetime
202508020411,20250504,2,1,1,2017104756,アラタ,牡,8,鹿毛,1,2001103460,キングカメハメハ,2009105903,サンシャイン,2001103038,ハーツクライ,差,01096,大野,58.0,0,01165,和田勇,634033,村田能光,393126,社台ファーム,0,社台Ｆ,40.9,,,美浦,468,-,14,,15,15,,,3:20.4,13,200.2,アタマ,5-5-9-11,,,0,0,230.0,13,,M,1,,,,,2025-05-05 10:39:05
202508020411,20250504,1,2,2,2017101436,ウインエアフォルク,牡,8,鹿毛,1,2009102739,ゴールドシップ,1998107219,サクセスストレイン,000a000d88,ティッカネン,追,00732,幸,58.0,0,01029,根本,863033,成富直行,214514,コスモヴューファーム,0,コスモヴュー,37.6,,,美浦,484,+,4,,12,12,,,3:20.0,15,278.9,大,12-12-15-15,,,0,1,314.9,15,"<span class=""Icon_HorseMark Icon_MaruChi""></span>",M,1,,,,,2025-05-05 10:39:05
202508020411,20250504,8,3,2,2019105748,ブローザホーン,牡,6,鹿毛,2,2010104155,エピファネイア,2011100647,オートクレール,1999106756,デュランダル,差,01179,菅原明,58.0,0,01176,吉岡,851009,岡田牧雄,233071,岡田スタッド,0,岡田スタツド,37,,,栗東,434,,0,,8,8,,,3:15.9,5,11.4,1,9-8-9-8,,,0,0,8.1,4,,M,1,,,,,2025-05-05 10:39:05
202508020411,20250504,4,4,3,2018105308,ジャンカズマ,牡,7,鹿毛,1,000a011996,ハービンジャー,2002100890,モンローブロンド,1996107396,アドマイヤベガ,大,01158,野中,58.0,0,01187,西田,138007,吉田和美,373126,ノーザンファーム,0,ノーザンＦ,40.8,,,美浦,488,-,4,,14,14,,,3:20.4,12,193.8,1/2,1-1-6-11,,,0,0,189.1,12,,M,1,,,,,2025-05-05 10:39:05
202508020411,20250504,13,5,3,2021105560,サンライズアース,牡,4,栗毛,2,2014106201,レイデオロ,2013106008,シャンドランジュ,1998101554,マンハッタンカフェ,逃,01032,池添,58.0,0,01166,石坂,399803,ライフハウス,373126,ノーザンファーム,0,ノーザンＦ,36.4,,,栗東,530,+,4,,4,4,,,3:14.8,2,4.5,2,4-3-2-2,,,0,0,3.9,2,,M,1,,,,,2025-05-05 10:39:05
202508020411,20250504,12,6,4,2021105521,ヘデントール,牡,4,黒鹿毛,1,2007103143,ルーラーシップ,2013105816,コルコバード,1994108729,ステイゴールド,差,05585,レーン,58.0,0,01126,木村,486800,キャロットファーム,373126,ノーザンファーム,0,ノーザンＦ,35.3,,,美浦,478,-,4,,1,1,,,3:14.0,1,3.1,,6-7-6-5,,,0,1,2.7,1,,M,1,,,,,2025-05-05 10:39:05
202508020411,20250504,5,7,4,2019100109,プラダリア,牡,6,鹿毛,2,2002100816,ディープインパクト,2010105366,シャッセロール,1998110135,クロフネ,先,01126,松山,58.0,0,01144,池添,463800,名古屋友豊,700331,オリエント牧場,0,オリエント牧,38.6,,,栗東,476,+,2,,10,10,,,3:17.1,10,57.0,1,2-3-3-5,,,0,1,96.7,10,,M,1,,,,,2025-06-08 17:31:25
202508020411,20250504,11,8,5,2021105195,ショウナンラプンタ,牡,4,黒鹿毛,2,2010105827,キズナ,000a013dad,フリアアステカ,000a0119b2,Zensational,差,00666,武豊,58.0,0,01117,高野,331002,国本哲秀,393126,社台ファーム,0,社台Ｆ,36,,,栗東,542,,0,,3,3,,,3:14.5,4,9.7,3,8-8-6-3,,,0,0,9.3,5,,M,1,,,,,2025-06-08 17:31:25
202508020411,20250504,3,9,5,2018104942,シュヴァリエローズ,牡,7,鹿毛,2,2002100816,ディープインパクト,000a010bf2,ヴィアンローズ,000a010a17,Sevres Rose,差,01102,北村友,58.0,0,01110,清水久,486800,キャロットファーム,373126,ノーザンファーム,0,ノーザンＦ,36.9,,,栗東,468,+,2,,7,7,,,3:15.7,9,31.4,3.1/2,11-10-9-8,,,0,0,23.1,8,,M,1,,,,,2025-06-08 17:31:25
202508020411,20250504,9,10,6,2020101537,リミットバスター,牡,5,黒鹿毛,2,2001103038,ハーツクライ,2007105546,ウィステリアアーチ,2001103460,キングカメハメハ,先,05203,岩田康,58.0,0,01157,杉山晴,909006,草間庸文,913124,下河辺牧場,1,下河辺牧場,40.5,,,栗東,524,,0,,13,13,,,3:20.3,14,249.4,1.1/2,9-10-13-11,,,0,1,274.7,14,,M,1,,,,,2025-06-12 18:36:58
