race_id,kaisai_date,seq,umaban,wakuban,horse_id,horse_name,sex,age,keiro,tozai,sire_id,sire_name,mare_id,mare_name,bms_id,bms_name,kyaku,jockey_cd,jockey_name,futan,minarai,trainer_cd,trainer_name,owner_cd,owner_name,breeder_cd,breeder_name,blinker,seisan,harontimel3,syozoku_cd,syozoku_name,trainer_syozoku,weight,weight_fugo,weight_sa,ijyo,nyusen,kakutei,dochaku,dochaku_tosu,time,ninki,odds,chakusa,corner,past,norikawari,first_time,change_jockey,yoso_odds,yoso_ninki,horse_symbol,pace,is_soutei,b_first_time,change_trainer,change_sex,change_owner,update_datetime
202509020611,20250413,12,1,1,2022104617,ヴーレヴー,牝,3,黒鹿毛,2,2012104668,サトノクラウン,2012104647,アルギュロス,1998101554,マンハッタンカフェ,差,01115,浜中,55.0,0,01160,武幸,791800,桑田牧場,373126,ノーザンファーム,0,ノーザンＦ,35.4,,,栗東,480,+,6,,8,8,,,1:34.5,10,38.5,1.3/4,9-8,,,0,0,42.4,11,,M,1,,,,,2025-05-08 18:32:56
202509020611,20250413,8,2,1,2022103205,エリカエクスプレス,牝,3,黒鹿毛,2,2010104155,エピファネイア,000a01b7d9,エンタイスド,000a00232b,Galileo,先,05386,戸崎圭,55.0,0,01157,杉山晴,195031,三木正浩,400018,三嶋牧場,0,三嶋牧場,35.6,,,栗東,456,,0,,5,5,,,1:34.2,1,3.4,1.1/2,1-1,,,0,0,3.4,2,,M,1,,,,,2025-05-18 17:27:29
202509020611,20250413,20,3,2,2022105467,マピュース,牝,3,栗毛,1,000a01392e,マインドユアビスケッツ,2014105654,フィルムフランセ,1999110099,シンボリクリスエス,差,01075,田辺,55.0,0,01165,和田勇,262031,吉本雄二,393126,社台ファーム,0,社台Ｆ,34.7,,,美浦,486,-,8,,4,4,,,1:34.0,9,35.8,2.1/2,12-12,,,0,0,36.9,9,,M,1,,,,,2025-05-08 18:32:56
202509020611,20250413,14,4,2,2022105071,ショウナンザナドゥ,牝,3,鹿毛,2,2010105827,キズナ,000a0124cc,ミスエーニョ,000a002133,Pulpit,差,01032,池添,55.0,0,01149,松下,331002,国本哲秀,373126,ノーザンファーム,0,ノーザンＦ,36.1,,,栗東,440,-,2,,10,10,,,1:34.9,6,21.1,2.1/2,4-4,,,0,0,22.3,6,,M,1,,,,,2025-05-08 18:32:56
202509020611,20250413,19,5,3,2022105435,ボンヌソワレ,牝,3,栗毛,1,2014106201,レイデオロ,000a013870,ノッテビアンカ,000a0126fd,Kendargent,大,01088,川田,55.0,0,01175,宮田,415800,社台レースホース,393126,社台ファーム,0,社台Ｆ,36.2,,,美浦,442,-,6,,12,12,,,1:35.1,13,77.3,1/2,4-4,,,0,0,83.8,13,,M,1,,,,,2025-07-03 18:26:16
202509020611,20250413,17,6,3,2022105192,ビップデイジー,牝,3,鹿毛,2,2013106101,サトノダイヤモンド,2015105038,ローズベリル,2001103460,キングカメハメハ,差,00732,幸,55.0,0,01149,松下,524030,鈴木邦英,373126,ノーザンファーム,0,ノーザンＦ,36.1,,,栗東,440,+,6,,11,11,,,1:35.0,5,12.8,1/2,6-4,,,0,0,9.2,5,,M,1,,,,,2025-05-18 17:27:30
202509020611,20250413,16,7,4,2022105185,エンブロイダリー,牝,3,鹿毛,1,2016104422,アドマイヤマーズ,2013105783,ロッテンマイヤー,1998110135,クロフネ,先,05509,モレイラ,55.0,0,01201,森一,506800,シルクレーシング,373126,ノーザンファーム,0,ノーザンＦ,34,,,美浦,482,,0,,1,1,,,1:33.1,3,5.0,,9-8,,,0,1,5.0,3,,M,1,,,,,2025-05-18 17:27:29
202509020611,20250413,2,8,4,2022100403,ウォーターガーベラ,牝,3,鹿毛,2,2014106201,レイデオロ,2013105651,ウォーターピオニー,2007102923,ヴィクトワールピサ,差,00666,武豊,55.0,0,01140,石橋,312006,山岡正人,500055,伏木田牧場,0,伏木田牧場,36.3,,,栗東,438,-,8,,14,14,,,1:35.7,11,40.9,クビ,12-12,,,0,0,37.8,10,,M,1,,1,,,2025-04-14 10:32:05
202509020611,20250413,15,9,5,2022105110,アルマヴェローチェ,牝,3,黒鹿毛,2,000a011996,ハービンジャー,2012104923,ラクアミ,2001103114,ダイワメジャー,差,01174,岩田望,55.0,0,01168,上村,151803,ＴＯＲＡＣＩＮＧ,373126,ノーザンファーム,0,ノーザンＦ,33.9,,,栗東,496,+,12,,2,2,,,1:33.1,2,3.8,クビ,11-10,,,0,0,2.8,1,,M,1,,,,1,2025-05-18 17:27:29
202509020611,20250413,11,10,5,2022104005,トワイライトシティ,牝,3,鹿毛,2,2010104155,エピファネイア,000a012fc2,エセンテペ,000a010d4e,Oratorio,先,01126,松山,55.0,0,01157,杉山晴,199031,エムズレーシング,433085,高橋ファーム,0,高橋Ｆ,39.1,,,栗東,452,-,2,,18,18,,,1:38.3,15,90.2,2.1/2,6-10,,,0,1,104.7,15,,M,1,,,,,2025-04-14 10:32:05
