race_id,kaisai_date,seq,umaban,wakuban,horse_id,horse_name,sex,age,keiro,tozai,sire_id,sire_name,mare_id,mare_name,bms_id,bms_name,kyaku,jockey_cd,jockey_name,futan,minarai,trainer_cd,trainer_name,owner_cd,owner_name,breeder_cd,breeder_name,blinker,seisan,harontimel3,syozoku_cd,syozoku_name,trainer_syozoku,weight,weight_fugo,weight_sa,ijyo,nyusen,kakutei,dochaku,dochaku_tosu,time,ninki,odds,chakusa,corner,past,norikawari,first_time,change_jockey,yoso_odds,yoso_ninki,horse_symbol,pace,is_soutei,b_first_time,change_trainer,change_sex,change_owner,update_datetime
202507010511,20250113,21,1,1,2022106768,マイネルチケット,牡,3,鹿毛,2,2008103548,ダノンバラード,2014100687,エントリーチケット,2003104570,マツリダゴッホ,先,05386,戸崎圭,57.0,0,01018,宮,546800,サラブレッドクラブ・ラフィアン,710303,ビッグレッドファーム,0,ビッグレッド,35.5,,,栗東,468,+,12,,4,4,,,1:35.2,2,4.5,ハナ,-9-11-10,,,0,0,2.8,2,,M,1,,,,,2025-05-08 18:32:56
202507010511,20250113,10,2,2,2022104588,タイセイカレント,牡,3,黒鹿毛,2,2011100655,モーリス,000a013e3f,アイリッシュシー,000a00232b,Galileo,差,00666,武豊,57.0,0,01075,矢作,224007,田中成奉,373126,ノーザンファーム,0,ノーザンＦ,36.3,,,栗東,480,-,6,,5,5,,,1:35.4,4,8.1,1.1/4,-2-4-3,,,0,1,6.5,4,,M,1,,,,,2025-06-19 18:32:28
202507010511,20250113,3,3,2,2022100335,アクルクス,牡,3,鹿毛,2,2011103565,イスラボニータ,2010103878,フウコウメイビ,1989108341,サクラバクシンオー,先,00732,幸,57.0,0,01144,池添,635031,増田江利子,510053,中村雅明,0,中村雅明,36.6,,,栗東,472,,0,,7,7,,,1:35.9,15,176.9,1/2,-7-8-6,,,0,1,130.3,15,,M,1,,,,,2025-05-22 18:04:00
202507010511,20250113,14,4,3,2022104922,リラエンブレム,牡,3,黒鹿毛,2,2010105827,キズナ,000a01a8f7,デルフィニアII,000a00232b,Galileo,差,01115,浜中,57.0,0,01160,武幸,098803,Ｇリビエール・レーシング,373126,ノーザンファーム,0,ノーザンＦ,35.1,,,栗東,476,+,6,,1,1,,,1:34.6,3,4.7,,-4-8-9,,,0,0,5.7,3,,M,1,,,,,2025-05-25 17:24:23
202507010511,20250113,11,5,3,2022104715,ジーティーマン,牡,3,鹿毛,2,2011100655,モーリス,2014106111,オーロラエンブレム,2002100816,ディープインパクト,先,01093,藤岡佑,57.0,0,01194,小栗,464030,田畑利彦,373126,ノーザンファーム,0,ノーザンＦ,36.1,,,栗東,488,+,2,,6,6,,,1:35.8,5,8.8,2.1/2,-9-11-10,,,0,1,16.2,6,,M,1,,,,,2025-04-03 18:17:37
202507010511,20250113,22,6,4,2022110006,カラヴァジェスティ,牡,3,芦毛,1,000a014315,カラヴァッジオ,000a01d61d,トナフトゥ,000a01423f,Sir Prancealot,差,01032,池添,57.0,0,01145,奥村武,226800,サンデーレーシング,690885,Shadai Corporation,0,シャダイＣｐ,36.8,,,美浦,464,+,12,,13,13,,,1:36.8,7,23.2,1.1/4,-13-15-14,,,0,1,30.2,8,"<span class=""Icon_HorseMark Icon_MaruGai""></span>",M,1,,,,,2025-06-05 18:25:37
202507010511,20250113,19,7,4,2022105971,オンザムーブ,牡,3,鹿毛,2,2011100655,モーリス,000a01387c,ハヴユーゴーンアウェイ,000a010687,Congrats,逃,05212,Ｍデムーロ,57.0,0,01075,矢作,011008,平田修,930543,レイクヴィラファーム,0,レイクヴィラ,36.5,,,栗東,502,-,2,,9,9,,,1:36.1,12,68.3,クビ,-13-10-10,,,0,1,65.7,12,,M,1,,,,,2025-06-26 18:35:29
202507010511,20250113,12,8,5,2022104751,アルテヴェローチェ,牡,3,栗毛,2,2011100655,モーリス,2016104460,クルミネイト,2002100816,ディープインパクト,差,01088,川田,57.0,0,01105,須貝,151803,ＴＯＲＡＣＩＮＧ,373126,ノーザンファーム,0,ノーザンＦ,35.7,,,栗東,462,-,10,,2,2,,,1:35.0,1,3.0,2.1/2,-7-7-6,,,0,1,2.7,1,,M,1,,,,1,2025-05-08 18:32:56
202507010511,20250113,2,9,5,2022100080,リカントロポ,牡,3,鹿毛,2,2012101402,グレーターロンドン,2008102566,ホワイトアルバム,1998110135,クロフネ,先,01144,菱田,57.0,0,01084,梅田,768006,薪浦亨,400049,荻伏三好ファーム,0,荻伏三好Ｆ,36.1,,,栗東,474,+,14,,10,10,,,1:36.2,11,64.1,1,-9-13-14,,,0,1,75.1,13,,M,1,,,,,2025-07-06 17:27:15
202507010511,20250113,24,10,6,2022110129,ゴールデンカイト,牡,3,栗毛,2,000a011248,Tapit,000a01ff5a,L' Age d'Or,000a010a65,Medaglia d'Oro,先,05659,Ａルメート,57.0,0,01137,中内田,091803,山紫水明,970713,Newstead Corp,0,Ｎｅｗｓｔｅ,37,,,栗東,476,+,4,,11,11,,,1:36.3,9,46.2,1/2,-2-4-6,,,0,1,58.9,10,"<span class=""Icon_HorseMark Icon_MaruGai""></span>",M,1,,,,,2025-06-19 18:31:44
