race_id,kaisai_date,seq,umaban,wakuban,horse_id,horse_name,sex,age,keiro,tozai,sire_id,sire_name,mare_id,mare_name,bms_id,bms_name,kyaku,jockey_cd,jockey_name,futan,minarai,trainer_cd,trainer_name,owner_cd,owner_name,breeder_cd,breeder_name,blinker,seisan,harontimel3,syozoku_cd,syozoku_name,trainer_syozoku,weight,weight_fugo,weight_sa,ijyo,nyusen,kakutei,dochaku,dochaku_tosu,time,ninki,odds,chakusa,corner,past,norikawari,first_time,change_jockey,yoso_odds,yoso_ninki,horse_symbol,pace,is_soutei,b_first_time,change_trainer,change_sex,change_owner,update_datetime
202408010511,20240114,4,1,1,2017105272,リレーションシップ,牡,7,鹿毛,2,2007103143,ルーラーシップ,2010104227,カラフルブラッサム,2001103038,ハーツクライ,差,01046,高田,54.0,0,01151,斉藤崇,790005,吉田勝己,373126,ノーザンファーム,0,ノーザンＦ,37.7,,,栗東,518,+,14,,13,13,,,2:26.2,14,397.4,5,13-13-13-14,,,0,1,246.5,14,,M,1,,1,,,2024-08-29 18:44:55
202408010511,20240114,1,2,2,2016103387,ナイママ,牡,8,鹿毛,1,2008103548,ダノンバラード,2007102514,ニシノマドカ,1998101786,ジャングルポケット,差,01018,和田竜,53.0,0,a02d3,武藤,x06e26,（株）ファーストビジ,513395,道見牧場,0,道見牧場,37.3,,,美浦,490,+,2,,7,7,,,2:25.1,13,315.2,2.1/2,6-6-5-9,,,0,1,222.3,13,"<span class=""Icon_HorseMark Icon_MaruChi""></span>",M,1,,1,,1,2024-10-24 18:34:12
202408010511,20240114,8,3,3,2019104899,インプレス,牡,5,黒鹿毛,2,2010105827,キズナ,000a012970,ベアトリスII,000a010571,Dr Fong,差,01199,角田河,56.0,0,00429,佐々木,948006,前田幸治,393126,社台ファーム,0,社台Ｆ,37.2,,,栗東,526,-,4,,11,11,,,2:25.4,12,173.1,クビ,12-12-12-12,,,0,1,124.0,12,,M,1,,,,,2024-07-04 18:28:53
202408010511,20240114,14,4,3,2020105633,リビアングラス,牡,4,青毛,2,2010105827,キズナ,2011110025,ディルガ,000a011734,Curlin,逃,01208,田口,54.0,0,01075,矢作,948006,前田幸治,810464,ノースヒルズ,0,ノースヒルズ,37.5,,,栗東,488,,0,,8,8,,,2:25.1,6,9.1,クビ,2-2-2-7,,,0,1,9.1,6,,M,1,,,,,2024-11-14 18:14:23
202408010511,20240114,7,5,4,2019104742,レッドバリエンテ,牡,5,黒鹿毛,2,2002100816,ディープインパクト,000a013093,サボールアトリウンフォ,000a00fcba,Dance Brightly,差,01171,西村淳,55.0,0,01137,中内田,180800,東京ホースレーシング,393126,社台ファーム,0,社台Ｆ,37,,,栗東,480,+,2,,6,6,,,2:24.7,5,6.9,クビ,8-8-8-7,,,0,1,6.9,5,,M,1,,,,,2024-04-04 18:52:33
202408010511,20240114,5,6,4,2017105379,ディアスティマ,牡,7,青鹿毛,2,2002100816,ディープインパクト,000a012f08,スウィートリーズン,000a0113a2,ストリートセンス,大,01102,北村友,57.5,0,01117,高野,226800,サンデーレーシング,373126,ノーザンファーム,1,ノーザンＦ,40.3,,,栗東,500,+,12,,14,14,,,2:27.6,8,28.5,9,1-1-1-1,,,0,0,28.5,9,,M,1,,,,,2024-03-14 18:15:14
202408010511,20240114,15,7,5,2020105681,ハーツコンチェルト,牡,4,鹿毛,1,2001103038,ハーツクライ,2009110036,ナスノシベリウス,000a002071,Unbridled's Song,差,01126,松山,55.0,0,01147,武井,148800,グリーンファーム,500462,ハシモトファーム,0,ハシモトＦ,36.7,,,美浦,504,+,6,,4,4,,,2:24.3,2,4.3,1.1/2,6-6-5-2,,,0,0,4.3,3,,M,1,,,,,2025-02-06 18:19:13
202408010511,20240114,9,8,5,2019105748,ブローザホーン,牡,5,鹿毛,1,2010104155,エピファネイア,2011100647,オートクレール,1999106756,デュランダル,先,01179,菅原明,57.0,0,01176,中野,851009,岡田牧雄,233071,岡田スタッド,0,岡田スタツド,35.8,,,美浦,426,+,12,,1,1,,,2:23.7,1,4.1,,8-8-8-6,,,0,0,3.9,1,,M,1,,1,,,2024-12-19 18:00:44
202408010511,20240114,6,9,6,2018104579,カレンルシェルブル,牡,6,鹿毛,2,000a011996,ハービンジャー,2010103791,カレンケカリーナ,2001103038,ハーツクライ,差,00666,武豊,57.0,0,05320,安田翔,816008,本田恒雄,393126,社台ファーム,1,社台Ｆ,36.6,,,栗東,506,-,8,,5,5,,,2:24.6,11,43.0,2,10-10-10-9,,,0,1,45.6,11,,M,1,1,1,,1,2025-01-03 18:03:40
202408010511,20240114,3,10,6,2016104887,ハーツイストワール,牡,8,黒鹿毛,1,2001103038,ハーツクライ,2004105815,レツィーナ,000a000d9d,キャプテンスティーヴ,差,01075,田辺,57.0,0,00399,国枝,399009,嶋田賢,373126,ノーザンファーム,0,ノーザンＦ,37,,,美浦,486,+,8,,9,9,,,2:25.3,10,29.8,1.1/4,14-14-13-13,,,0,0,28.1,8,,M,1,,,,,2024-02-15 18:33:00
202408010511,20240114,2,11,7,2016104851,ヒンドゥタイムズ,セ,8,鹿毛,2,000a011996,ハービンジャー,2008103336,マハーバーラタ,2002100816,ディープインパクト,差,05659,Ａルメート,58.0,0,01151,斉藤崇,506800,シルクレーシング,373126,ノーザンファーム,0,ノーザンＦ,37.3,,,栗東,472,,0,,12,12,,,2:25.4,9,29.2,クビ,10-10-11-9,,,0,1,26.2,7,,M,1,,,,,2024-04-21 17:32:25
202408010511,20240114,11,12,7,2020101608,シンリョクカ,牝,4,鹿毛,1,2013106101,サトノダイヤモンド,2009102441,レイカーラ,2001103460,キングカメハメハ,差,01153,木幡初,53.0,0,01152,竹内,044803,由井健太郎,913124,下河辺牧場,0,下河辺牧場,37.7,,,美浦,464,+,4,,10,10,,,2:25.3,7,17.9,クビ,3-3-2-4,,,0,0,29.2,10,,M,1,,,,,2025-01-03 18:03:43
202408010511,20240114,10,13,8,2020100734,サヴォーナ,牡,4,鹿毛,2,2010105827,キズナ,2012103951,テイケイラピッド,000a010eaa,スニッツェル,差,01032,池添,56.0,0,01039,中竹,944030,加藤誠,100046,高昭牧場,0,高昭牧場,36.3,,,栗東,534,-,2,,2,2,,,2:23.8,3,5.9,1,4-3-4-4,,,0,0,4.2,2,,M,1,,,,,2024-10-27 17:36:24
202408010511,20240114,13,14,8,2020103473,サトノグランツ,牡,4,鹿毛,2,2013106101,サトノダイヤモンド,000a012130,チェリーコレクト,000a010d4e,Oratorio,差,01088,川田,57.5,0,01061,友道,790031,里見治,373126,ノーザンファーム,0,ノーザンＦ,36.5,,,栗東,506,+,10,,3,3,,,2:24.0,4,5.9,1.1/4,5-5-5-2,,,0,0,5.1,4,,M,1,,,,,2025-01-13 17:28:16
