race_id,kaisai_date,seq,umaban,wakuban,horse_id,horse_name,sex,age,keiro,tozai,sire_id,sire_name,mare_id,mare_name,bms_id,bms_name,kyaku,jockey_cd,jockey_name,futan,minarai,trainer_cd,trainer_name,owner_cd,owner_name,breeder_cd,breeder_name,blinker,seisan,harontimel3,syozoku_cd,syozoku_name,trainer_syozoku,weight,weight_fugo,weight_sa,ijyo,nyusen,kakutei,dochaku,dochaku_tosu,time,ninki,odds,chakusa,corner,past,norikawari,first_time,change_jockey,yoso_odds,yoso_ninki,horse_symbol,pace,is_soutei,b_first_time,change_trainer,change_sex,change_owner,update_datetime
202407010211,20240310,12,1,1,2020103275,シーズンリッチ,牡,4,鹿毛,1,2012104511,ドゥラメンテ,2012104891,エバーシャルマン,2001103038,ハーツクライ,大,01095,吉田隼,57.0,0,01067,久保田,039030,宇田豊,373126,ノーザンファーム,0,ノーザンＦ,38.2,,,美浦,518,+,26,,13,13,,,2:01.3,7,31.6,6,1-2-2-2,,,0,1,38.1,8,,M,1,,,,,2025-01-09 18:35:03
202407010211,20240310,3,2,2,2018101660,ワイドエンペラー,牡,6,鹿毛,2,2007103143,ルーラーシップ,2007104401,アンフィルージュ,1998101516,アグネスタキオン,差,01213,高杉,57.0,0,01062,藤岡,331007,幅田昌伸,413343,斉藤安行,0,斉藤安行,34.7,,,栗東,504,+,4,,6,6,,,1:58.8,12,246.4,クビ,13-12-13-13,,,0,1,190.6,12,,M,1,,,,,2024-10-03 18:23:25
202407010211,20240310,15,3,3,2020103650,ドゥレッツァ,牡,4,青鹿毛,1,2012104511,ドゥラメンテ,000a01295d,モアザンセイクリッド,000a00fcdd,More Than Ready,先,05339,ルメール,59.0,0,01103,尾関,486800,キャロットファーム,373126,ノーザンファーム,0,ノーザンＦ,35,,,美浦,472,+,4,,2,2,,,1:58.4,1,1.9,5,9-8-6-5,,,0,0,2.0,1,,M,1,,,,,2024-11-17 17:20:21
202407010211,20240310,5,4,4,2018104541,プログノーシス,牡,6,鹿毛,2,2002100816,ディープインパクト,000a012809,ヴェルダ,000a010bee,Observatory,追,01088,川田,58.0,0,01137,中内田,415800,社台レースホース,393126,社台ファーム,0,社台Ｆ,34.3,,,栗東,480,+,9,,1,1,,,1:57.6,2,2.7,,11-10-8-5,,,0,0,2.3,2,,M,1,,,,,2025-03-09 17:35:23
202407010211,20240310,11,5,4,2020102870,ブレイヴロッカー,牡,4,芦毛,2,2012104511,ドゥラメンテ,000a01446f,シティイメージ,000a01239c,Elusive City,差,01127,丸山,57.0,0,01099,本田,758005,吉田照哉,393126,社台ファーム,0,社台Ｆ,35.6,,,栗東,466,-,2,,7,7,,,1:58.9,10,84.4,3/4,5-5-3-5,,,0,1,93.0,10,,M,1,,,,,2025-03-27 18:24:52
202407010211,20240310,6,6,5,2018105012,ヨーホーレイク,牡,6,鹿毛,2,2002100816,ディープインパクト,2002106979,クロウキャニオン,000a00013a,フレンチデピュティ,差,01116,藤岡康,57.0,0,01061,友道,708800,金子真人ホールディングス,373126,ノーザンファーム,0,ノーザンＦ,35.4,,,栗東,522,+,14,,3,3,,,1:58.5,6,20.9,1,2-3-3-2,,,0,1,24.5,6,,M,1,,,,,2025-04-03 18:17:38
202407010211,20240310,9,7,5,2019100596,ヤマニンサルバム,牡,5,黒鹿毛,2,2011103565,イスラボニータ,2003100626,ヤマニンエマイユ,1990109700,ホワイトマズル,先,01122,三浦,57.0,0,01186,中村,329004,土井肇,800314,錦岡牧場,0,錦岡牧場,36.8,,,栗東,512,+,10,,10,10,,,2:00.0,3,10.2,3,2-3-3-4,,,0,0,7.1,3,,M,1,,,,,2024-10-03 18:23:13
202407010211,20240310,10,8,6,2019106698,バラジ,セ,5,鹿毛,1,2009106525,ヴァンセンヌ,1999101059,シーダーアラジ,000a00003b,アラジ,先,01179,菅原明,57.0,0,01097,鹿戸,851009,岡田牧雄,603302,増本牧場,0,増本牧場,36.6,,,美浦,508,-,4,,11,11,,,2:00.2,11,163.5,1,5-7-6-8,,,0,1,164.8,11,,M,1,,,1,,2024-12-12 18:14:39
202407010211,20240310,14,9,6,2020103472,ノッキングポイント,牡,4,栗毛,1,2011100655,モーリス,2013106005,チェッキーノ,2001103460,キングカメハメハ,差,05386,戸崎圭,57.0,0,01126,木村,226800,サンデーレーシング,373126,ノーザンファーム,0,ノーザンＦ,36.8,,,美浦,494,+,2,,12,12,,,2:00.3,4,12.6,3/4,5-5-8-8,,,0,1,12.4,4,,M,1,,,,,2024-07-04 18:28:08
202407010211,20240310,2,10,7,2017104756,アラタ,牡,7,鹿毛,1,2001103460,キングカメハメハ,2009105903,サンシャイン,2001103038,ハーツクライ,差,00660,横山典,57.0,0,01165,和田勇,634033,村田能光,393126,社台ファーム,0,社台Ｆ,35,,,美浦,474,-,6,,5,5,,,1:58.7,9,53.1,アタマ,10-11-11-10,,,0,1,45.6,9,,M,1,,,,,2025-04-27 18:04:21
202407010211,20240310,8,11,7,2018110137,エアサージュ,牡,6,鹿毛,2,000a01293c,Point of Entry,000a013987,Nokaze,000a010542,エンパイアメーカー,大,01032,池添,57.0,0,01144,池添,084800,ラッキーフィールド,190880,Winchester Farm,0,ウインチェス,36.3,,,栗東,530,-,2,,8,8,,,1:59.2,5,15.7,1.3/4,2-1-1-1,,,0,1,19.6,5,"<span class=""Icon_HorseMark Icon_MaruGai""></span>",M,1,,,,,2024-05-30 18:17:39
202407010211,20240310,1,12,8,2016104624,ハヤヤッコ,牡,8,白毛,1,2001103460,キングカメハメハ,2009106172,マシュマロ,1998110135,クロフネ,差,00732,幸,57.0,0,00399,国枝,708800,金子真人ホールディングス,373126,ノーザンファーム,1,ノーザンＦ,35,,,美浦,490,+,6,,4,4,,,1:58.7,8,43.7,1.1/2,11-12-11-10,,,0,0,35.8,7,,M,1,,,,,2024-12-19 18:00:44
